MarkerId,MarkerNumber,Title,Subtitle,Annotation,YearErected,ErectedBy,Latitude,Longitued,StreetAddress,City,County,State,Location,Missing,Link
88065,,Liberty Market,Heritage District,,2012,Gilbert Leadership Class XX 2012. A program of the Gilbert Chamber of Commerce.,33.3548,-111.78982,230 North Gilbert Road,Gilbert,Maricopa County,Arizona,"Marker is at the intersection of North Gilbert Road and West Page Avenue, on the right when traveling south on North Gilbert Road. ",,http://www.hmdb.org/m.asp?m=88065
88067,,Tone Building,Heritage District,,2012,Gilbert Leadership Class XX 2012. A program of the Gilbert Chamber of Commerce.,33.355,-111.78954,301 North Gilbert Road,Gilbert,Maricopa County,Arizona,"Marker is at the intersection of North Gilbert Road and East Page Avenue, on the right when traveling north on North Gilbert Road. ",,http://www.hmdb.org/m.asp?m=88067
88069,,The Bank of Gilbert,Heritage District,,2012,"Gilbert Leadership Class xx 2012, a program of The Gilbert Chamber of Commerce",33.35479,-111.78954,231 North Gilbert Road,Gilbert,Maricopa County,Arizona,"Marker is at the intersection of North Gilbert Road and East Page Avenue, on the right when traveling north on North Gilbert Road. ",,http://www.hmdb.org/m.asp?m=88069
88070,,Creed Building,Heritage District,,2012,"Gilbert Leadership Class xx 2012, a program of The Gilbert Chamber of Commerce",33.35464,-111.7898,228 North Gilbert Road,Gilbert,Maricopa County,Arizona,"Marker is on North Gilbert Road, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=88070
88081,,Dance Pavilion,Heritage District,,2012,Gilbert Leadership Class XX 2012. A program of the Gilbert Chamber of Commerce,33.35464,-111.78955,225 North Gilbert Road,Gilbert,Maricopa County,Arizona,"Marker is on North Gilbert Road, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=88081
88082,,Gilbert Town Hall,Heritage District,,2012,Gilbert Leadership Class XX 2012. A program of the Gilbert Chamber of Commerc,33.35211,-111.78933,119 North Gilbert Road,Gilbert,Maricopa County,Arizona,"Marker is on North Gilbert Road, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=88082
88083,,Clement's Garage,Heritage District,,2012,"Gilbert Leadership Class XX 2012, a program of the Gilbert Chamber of Commerce",33.35326,-111.78941,141 North Gilbert Road,Gilbert,Maricopa County,Arizona,"Marker is on North Gilbert Road, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=88083
90238,,Pump House,Heritage District,,,Gilbert Leadership Class xx 2012. A program of the Gilbert Chamber of Commerce.,33.35472,-111.79041,45 West Page Avenue,Gilbert,Maricopa County,Arizona,"Marker is on West Page Avenue, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=90238
91925,,Flora Temple Mine,,,2015,E Clampus Vitus,33.04643,-114.178,,Yuma,Yuma County,Arizona,Marker is on U.S. 95. ,,http://www.hmdb.org/m.asp?m=91925
92383,71,Mormon Battalion Trail,,,1937,"This marker placed by Aaronic Priesthood, Mesa third ward, Maricopa Stake, J.R. Price, President, Charles E Standage, Chairman.",32.64608,-111.40013,,Picacho,Pinal County,Arizona,Marker can be reached from Interstate 10. ,,http://www.hmdb.org/m.asp?m=92383
92587,,Vietnam Veterans Memorial,,,,The Vietnamese Veterans Association of Arizona,33.4478,-112.09472,,Phoenix,Maricopa County,Arizona,Memorial is on 17th Street. ,,http://www.hmdb.org/m.asp?m=92587
92588,,Eusebio Francisco Kino,,,,,33.44813,-112.09512,,Phoenix,Maricopa County,Arizona,Marker is on 17th Street. ,,http://www.hmdb.org/m.asp?m=92588
92589,,Arizona's War Heroes,,,,,33.44826,-112.0969,,Phoenix,Maricopa County,Arizona,Memorial is on 17th Street. ,,http://www.hmdb.org/m.asp?m=92589
92599,228,Lockheed SR-71 Blackbird,Reconnaissance operational 1966-1990,,,,32.13824,-110.86772,6000 East Valencia Road,Tucson,Pima County,Arizona,Memorial can be reached from East Valencia Road. ,,http://www.hmdb.org/m.asp?m=92599
92600,,Presidential Aircraft,(Airforce One),,,,32.1394,-110.86942,6000 East Valencia Road,Tucson,Pima County,Arizona,Marker can be reached from East Valencia Road. ,,http://www.hmdb.org/m.asp?m=92600
92814,155,748th Tank Battalion,"""The Rhinos""",,2015,"Citizens of Bouse, Lost Dutchman Chapter No. 5917, Billy Holcomb Chapter No. 1069, John P. Squibob Chapter No. 1853, E Clampus Vitus",33.93165,-114.00489,,Bouse,La Paz County,Arizona,"Marker is on Broadway Avenue south of Main Street, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=92814
93058,,Ghost Town of Goldfield,Historical Marker Since 1947,,,,33.45771,-111.48768,5405 North Apache Trail,Apache Junction,Pinal County,Arizona,"Marker can be reached from North Apache Trail (Arizona Route 88) north of North Farside Lane, on the right. ",,http://www.hmdb.org/m.asp?m=93058
93059,,Bluebird Mine and Gift Shop,,,,,33.45771,-111.48768,5405 North Apache Trail,Apache Junction,Pinal County,Arizona,"Marker can be reached from North Apache Trail (Arizona Route 88) north of North Farside Lane, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=93059
93130,,Goldfield Mining District,,,,,33.45772,-111.48768,5405 North Apache Trail,Apache Junction,Pinal County,Arizona,"Marker can be reached from North Apache Trail (Arizona Route 88) north of North Farside Lane, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=93130
93150,,The Dutchman’s Inn,,,,,33.5262,-111.3902,1 Main Street (Apache Trail),Tortilla Flats,Maricopa County,Arizona,"Marker is on Apache Trail (Arizona Route 88), on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=93150
93835,,Arizona Copper Company's Locomotive #2,,,,,33.44835,-112.09226,1502 West Washington Street,Phoenix,Maricopa County,Arizona,"Marker is on West Washington Street, 0.1 miles west of 15th Avenue, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=93835
93843,,Boras Headframe,,,,,33.44834,-112.09229,1502 West Washington Street,Phoenix,Maricopa County,Arizona,"Marker is on West Washington Street, 0.1 miles west of 15th Avenue, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=93843
94443,548,"The Settlers of Binghampton, Arizona",,,2008,"Daughters of Utah Pioneers, Wagon Spokes Camp",32.26969,-110.91342,3761 East Kleindale Road,Tucson,Pima County,Arizona,Marker can be reached from East Kleindale Road. ,,http://www.hmdb.org/m.asp?m=94443
94477,,1912 Parker Carousel,,,,Schnepf Farms,33.22539,-111.592,24810 South Rittenhouse Road,Queen Creek,Maricopa County,Arizona,"Marker can be reached from South Rittenhouse Road, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=94477
94479,,Water Tower,,,,Schnepf Farms,33.2242,-111.59162,24810 South Rittenhouse Road,Queen Creek,Maricopa County,Arizona,"Marker can be reached from South Rittenhouse Road, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=94479
94589,,Gilbert Elementary School,Heritage District,,2012,Gilbert Leadership Class XX 2012 - Chamber of Commerce,33.34938,-111.78998,10 South Gilbert Road,Gilbert,Maricopa County,Arizona,"Marker can be reached from South Gilbert Road south of West Elliott Road, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=94589
94810,,Beaver Head Stage Station,,,,Sedona Westerners,34.71573,-111.78043,,Oak Creek,Yavapai County,Arizona,Marker can be reached from Arizona Route 179 at milepost 301.6. ,,http://www.hmdb.org/m.asp?m=94810
94811,19,"Chapel of the Holy Cross, 1956",,City of Sedona Landmark No. 19,,the City of Sedona,34.83226,-111.76672,780 Chapel Road,Sedona,Coconino County,Arizona,,,http://www.hmdb.org/m.asp?m=94811
94814,,Hart Pump House,,,,,34.86362,-111.76299,251 SR-179,Sedona,Coconino County,Arizona,,,http://www.hmdb.org/m.asp?m=94814
94829,7,USFS Range House,City of Sedona Landmark No. 7,,,City of Sedona,34.86284,-111.76565,250 Brewer Road,Sedona,Coconino County,Arizona,"Marker is on Brewer Road, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=94829
94831,15,"Pushmataha, 1960",City of Sedona Landmark No. 15,,,City of Sedona,34.86067,-111.76698,360 Brewer Road,Sedona,Coconino County,Arizona,"Marker can be reached from the intersection of Brewer Road and Cypress Lane, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=94831
94833,12,Cook's Cedar Glade Cemetery,City of Sedona Landmark No. 12,,2005,City of Sedona,34.8611,-111.78114,,Sedona,Yavapai County,Arizona,"Marker is on Brins Mesa Road west of Airport Road, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=94833
94834,,Rollie's Camera,1948,297 Hwy 89A,,City of Sedona,34.87086,-111.76036,297 North State Route 89A,Sedona,Coconino County,Arizona,"Marker can be reached from Arizona Route 89A, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=94834
94846,1,Jordan Farmhouse,City of Sedona Landmark No. 1,,,City of Sedona,34.87806,-111.7625,735 Jordan Road,Sedona,Coconino County,Arizona,,,http://www.hmdb.org/m.asp?m=94846
94847,3,Jordan Tractor Shed,City of Sedona Landmark No. 3,,1998,City of Sedona,34.87838,-111.76292,735 Jordan Road,Sedona,Coconino County,Arizona,,,http://www.hmdb.org/m.asp?m=94847
94848,2,Fruit Packing House,City of Sedona Landmark No. 2,,,City of Sedona,34.87801,-111.76292,735 Jordan Road,Sedona,Coconino County,Arizona,,,http://www.hmdb.org/m.asp?m=94848
94884,,Arizona's First Woolen Mill,,,1965,Arizona Development Board and Arizona Highway Department,36.10868,-111.21852,,Tuba City,Coconino County,Arizona,"Marker is on Arizona Route 264 at milepost 323, on the right when traveling east. <font color=red> Reported missing.</font>",Confirmed Missing,http://www.hmdb.org/m.asp?m=94884
94885,,Navajo Bridge,,,,,36.81718,-111.63026,,Marble Canyon,Coconino County,Arizona,Marker can be reached from U.S. 89A at milepost 537. ,,http://www.hmdb.org/m.asp?m=94885
94887,,Navajo Bridge,,,,,36.81835,-111.63272,,Marble Canyon,Coconino County,Arizona,Marker can be reached from U.S. 89A at milepost 538. ,,http://www.hmdb.org/m.asp?m=94887
94892,,Lee's Ferry,,,1961,,36.81803,-111.63321,,Marble Canyon,Coconino County,Arizona,Marker can be reached from U.S. 89A at milepost 538. ,,http://www.hmdb.org/m.asp?m=94892
94893,,Marble Canyon Lodge,,,1997,"Jane Foster, Marble Canyon Lodge",36.81818,-111.63361,,Marble Canyon,Coconino County,Arizona,Marker can be reached from U.S. 89A at milepost 538. ,,http://www.hmdb.org/m.asp?m=94893
94896,,Impossible Canyons,Dominguez y Escalante Expedition 1776-1976,,1976,Arizona Bicentennial Commission,36.81643,-111.63911,,Marble Canyon,Coconino County,Arizona,"Marker is on U.S. 89A at milepost 538.3, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=94896
94910,,Charles H. Spencer “Paddlewheel” Steamboat,,,,,36.86575,-111.58041,,Marble Canyon,Coconino County,Arizona,Marker can be reached from Lees Ferry Road. ,,http://www.hmdb.org/m.asp?m=94910
94911,,Vermilion Cliffs National Monument,,,,"Bureau of Land Management, U.S. Department of the Interior",36.69709,-111.90903,,Marble Canyon,Coconino County,Arizona,Marker can be reached from U.S. 89A at milepost 557.5. ,,http://www.hmdb.org/m.asp?m=94911
94912,,Kaibab Squirrel Area,,,1965,,36.71331,-112.21705,,Jacob Lake,Coconino County,Arizona,"Marker is at the intersection of Arizona Route 67 and U.S. 89A, on the right when traveling south on State Route 67. ",,http://www.hmdb.org/m.asp?m=94912
94913,,Theodore Roosevelt,,,1958,Arizona Game Protective Association and United States Forest Service.,36.71312,-112.21705,,Jacob Lake,Coconino County,Arizona,"Marker is on Arizona Route 67, 0.1 miles south of U.S. 89A, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=94913
94918,,Jacob Lake Ranger Station,,,,,36.70656,-112.22946,,Jacob Lake,Coconino County,Arizona,"Marker is on Forest Road 282, ¼ mile south of Forest Road 461, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=94918
94919,,Jacob Lake Lookout Tower,,,,,36.69979,-112.2137,,Jacob Lake,Coconino County,Arizona,"Marker can be reached from Arizona Route 67, 1.2 miles south of U.S. 89A, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=94919
94920,,Prickly Pears and Pinion Nuts,Dominguez y Escalante Expedition 1776-1976,,1976,Arizona Bicentennial Commission,36.94236,-112.52584,,Fredonia,Coconino County,Arizona,"Marker is on U.S. 89A at milepost 609, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=94920
94921,29,Pipe Springs National Monument,,,1933,"Utah Pioneer Trails and Landmarks Association, the Citizens of Kanab Stake",36.94237,-112.52589,,Fredonia,Coconino County,Arizona,"Marker is on U.S. 89A at milepost 609, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=94921
94922,,Fredonia Centennial,1885-1985,,1985,,36.94244,-112.52598,,Fredonia,Coconino County,Arizona,"Marker is on U.S. 89A at milepost 609, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=94922
94923,,The Final Frontier,,,,,36.96267,-112.52592,,Fredonia,Coconino County,Arizona,"Marker can be reached from U.S. 89A at milepost 610.5, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=94923
94926,,Historic Log Cabin,,,,,36.96292,-112.52593,,Fredonia,Coconino County,Arizona,"Marker can be reached from U.S. 89A at milepost 610.5, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=94926
95155,,Little Colorado River Bridge,,,,,34.89407,-110.16017,,Holbrook,Navajo County,Arizona,"Marker is on U.S. 180, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=95155
95934,,Grand Canyon Village,,,2014,National Park Service,36.05741,-112.14323,15 Bright Angel Trail,Grand Canyon Village,Coconino County,Arizona,Marker can be reached from Bright Angel Trail. ,,http://www.hmdb.org/m.asp?m=95934
96974,46,Brigham City Cemetery,,,1934,Winslow LDS Ward and Utah Pioneer Trails and Landmarks Association,35.05298,-110.70561,,Winslow,Navajo County,Arizona,Marker can be reached from North Park Drive. <font color=red> Reported missing.</font>,Confirmed Missing,http://www.hmdb.org/m.asp?m=96974
99266,,Guano Point,,,,Hualapai Nation,36.0326,-113.8251,5001 Diamond Bar Road,Peach Springs,Mohave County,Arizona,Marker can be reached from Diamond Bar Road (County Route 7) near Eagle Point Service Road. ,,http://www.hmdb.org/m.asp?m=99266
99272,,Wilson Mtn. Trail,National Recreational Trail,,1982,Sedona Westerners,34.8861,-111.74169,,Sedona,Yavapai County,Arizona,"Marker can be reached from Arizona Route 89A, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=99272
99273,,A Canyon Retreat: Mayhew Lodge,,,,"Red Rock Ranger District, Coconino National Forest",34.98832,-111.74593,,Sedona,Yavapai County,Arizona,Marker can be reached from Shady Lane near Arizona Route 89A. ,,http://www.hmdb.org/m.asp?m=99273
100022,,Wales Arnold,,,,,34.5609,-111.85319,582 South Main Street,Camp Verde,Yavapai County,Arizona,"Marker is on South Main Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=100022
100161,,The Chiricahua Apache,Chiricahua National Monument,,,"National Park Service, U.S. Department of the Interior",32.0051,-109.3576,,Willcox,Cochise County,Arizona,Marker is on East Rhyolite Creek Road. ,,http://www.hmdb.org/m.asp?m=100161
100173,,Welcome to Boothill Graveyard,and Jewish Memorial,1879,,,31.7194,-110.0703,408 Az 80,Tombstone,Cochise County,Arizona,Marker is on State Highway 80. ,,http://www.hmdb.org/m.asp?m=100173
100686,,Fort Lowell,1873 – 1891,,,,32.26002,-110.87367,2900 North Craycroft Road,Tucson,Pima County,Arizona,Marker can be reached from North Craycroft Road. ,,http://www.hmdb.org/m.asp?m=100686
100687,,Fort Lowell 1873-1891 / Post Hospital,,,,,32.26015,-110.87369,2900 North Craycroft Road,Tucson,Pima County,Arizona,Marker can be reached from North Craycroft Road. ,,http://www.hmdb.org/m.asp?m=100687
100688,,Post Hospital,,,,,32.26034,-110.87382,2900 North Craycroft Road,Tucson,Pima County,Arizona,Marker can be reached from North Craycroft Road. ,,http://www.hmdb.org/m.asp?m=100688
100689,,Infantry Barracks / Laundresses' Quarters,,,,,32.26061,-110.87376,2900 North Craycroft Road,Tucson,Pima County,Arizona,Marker can be reached from North Craycroft Road. ,,http://www.hmdb.org/m.asp?m=100689
